Order_ID,Order_Date,Customer_ID,City,Category,Product_Name,Quantity,Unit_Price,Revenue,Cost,Profit,Payment_Method,Sales_Channel,Customer_Rating,Marketing_Campaign,Customer_Type,discount_percentage,cost_validation,Month,Month_number
100451,16/09/2025,C1065,Hyderabad,Grocery,Milk,4,3301.00,11223.40,7039.88,4183.52,Debit Card,Online,3.00,Email,New,0.15,TRUE,September,9
100452,25/09/2025,C1746,Hyderabad,Home,Chair,4,2592.00,9331.20,8633.43,697.77,Credit Card,Online,3.00,Email,New,0.10,TRUE,September,9
100453,16/12/2024,C1108,Mumbai,Grocery,Oil,5,1462.00,6944.50,6285.50,659.00,UPI,Online,3.00,Email,Returning,0.05,TRUE,December,12
100454,06/05/2025,C1431,Mumbai,Grocery,Rice,3,1431.00,4293.00,3783.14,509.86,Debit Card,Store,3.00,Email,New,0.00,TRUE,May,5
100455,24/10/2024,C1739,Chennai,Grocery,Snacks,3,4347.00,12388.95,7289.60,5099.35,Wallet,Store,3.00,Email,New,0.05,TRUE,October,10
100456,20/08/2025,C1421,Mumbai,Sports,Yoga Mat,1,2499.00,1874.25,1643.60,230.65,Cash,Online,3.00,Email,New,0.25,TRUE,August,8
100457,17/08/2024,C1274,Delhi,Grocery,Rice,1,4238.00,3602.30,2397.55,1204.75,Debit Card,Online,3.00,Email,New,0.15,TRUE,August,8
100458,16/06/2025,C1784,Chennai,Home,Cookware,4,4732.00,18928.00,13353.26,5574.74,UPI,Online,3.00,Email,New,0.00,TRUE,June,6
100459,22/02/2024,C1495,Delhi,Sports,Shoes,4,3587.00,14348.00,7135.75,7212.25,Debit Card,Store,3.00,Email,Returning,0.00,TRUE,February,2
100460,14/12/2024,C1114,Chennai,Sports,Football,1,4598.00,4138.20,3659.41,478.79,Cash,Online,3.00,None,New,0.10,TRUE,December,12
100461,07/12/2024,C1789,Bengaluru,Grocery,Rice,1,3669.00,3302.10,1723.84,1578.26,Debit Card,Online,3.00,None,Returning,0.10,TRUE,December,12
100462,16/07/2024,C1408,Chennai,Home,Lamp,3,2064.00,5882.40,2852.34,3030.06,UPI,Store,3.00,None,Returning,0.05,TRUE,July,7
100463,16/08/2025,C1621,Pune,Home,Chair,3,2550.00,7267.50,4922.39,2345.11,Cash,Store,3.00,None,Returning,0.05,TRUE,August,8
100464,26/11/2025,C1612,Hyderabad,Grocery,Milk,3,3373.00,8601.15,8080.11,521.04,Debit Card,Online,3.00,None,Returning,0.15,TRUE,November,11
100465,13/04/2024,C1519,Vizag,Fashion,Jeans,2,832.00,1497.60,1381.11,116.49,Wallet,Online,3.00,None,New,0.10,TRUE,April,4
100466,07/12/2025,C1721,Mumbai,Grocery,Milk,2,2638.00,4748.40,4047.78,700.62,Debit Card,Store,3.00,None,Returning,0.10,TRUE,December,12
100467,04/01/2024,C1763,Bengaluru,Sports,Yoga Mat,3,378.00,963.90,640.15,323.75,UPI,Store,3.00,None,New,0.15,TRUE,January,1
100468,05/04/2025,C1379,Hyderabad,Home,Table,3,1865.00,5035.50,4145.99,889.51,Credit Card,Online,3.00,None,New,0.10,TRUE,April,4
100469,02/10/2024,C1577,Hyderabad,Home,Chair,3,3802.00,9695.10,6484.66,3210.44,UPI,Online,3.00,None,Returning,0.15,TRUE,October,10
100470,18/02/2025,C1397,Pune,Beauty,Shampoo,4,2621.00,9435.60,8996.43,439.17,Wallet,Online,3.00,None,Returning,0.10,TRUE,February,2
100471,07/11/2025,C1031,Mumbai,Sports,Football,3,3785.00,9651.75,7128.68,2523.07,Credit Card,Online,3.00,None,Returning,0.15,TRUE,November,11
100472,09/09/2025,C1552,Vizag,Unavailable,Football,1,4150.00,3112.50,2110.89,1001.61,Cash,Store,3.00,None,Returning,0.25,TRUE,September,9
100473,02/05/2025,C1644,Hyderabad,Home,Chair,2,691.00,1312.90,1128.01,184.89,Debit Card,Store,3.00,None,Returning,0.05,TRUE,May,5
100474,06/11/2024,C1010,Hyderabad,Electronics,Tablet,3,3196.00,8149.80,5435.56,2714.24,Credit Card,Store,3.00,None,New,0.15,TRUE,November,11
100475,03/04/2024,C1702,Delhi,Beauty,Face Wash,3,933.00,2659.05,1458.18,1200.87,UPI,Online,3.00,None,New,0.05,TRUE,April,4
100476,22/03/2024,C1479,Vizag,Fashion,T-Shirt,1,1909.00,1431.75,1281.19,150.56,Debit Card,Store,3.00,None,Returning,0.25,TRUE,March,3
100477,17/07/2025,C1066,Chennai,Grocery,Milk,3,3304.00,9912.00,7843.35,2068.65,UPI,Store,3.00,None,New,0.00,TRUE,July,7
100478,21/03/2024,C1535,Delhi,Beauty,Shampoo,2,4512.00,8121.60,5948.81,2172.79,Cash,Online,3.00,None,New,0.10,TRUE,March,3
100479,09/01/2025,C1476,Delhi,Beauty,Shampoo,5,3181.00,15905.00,7951.47,7953.53,Debit Card,Online,3.00,None,New,0.00,TRUE,January,1
100480,17/08/2025,C1719,Bengaluru,Fashion,Shoes,2,4620.00,9240.00,6856.70,2383.30,Credit Card,Store,3.00,None,Returning,0.00,TRUE,August,8
100481,18/10/2024,C1328,Hyderabad,Home,Lamp,4,3294.00,10540.80,9940.23,600.57,UPI,Online,3.00,None,New,0.20,TRUE,October,10
100482,25/12/2025,C1675,Mumbai,Grocery,Rice,3,1459.00,4377.00,2129.32,2247.68,Debit Card,Online,3.00,None,Returning,0.00,TRUE,December,12
100483,08/05/2025,C1279,Delhi,Home,Lamp,2,204.00,408.00,354.99,53.01,Cash,Store,3.00,None,Returning,0.00,TRUE,May,5
100484,22/05/2025,C1370,Delhi,Home,Cookware,3,1197.00,2693.25,2453.49,239.76,Credit Card,Online,3.00,None,Returning,0.25,TRUE,May,5
100485,30/12/2025,C1382,Delhi,Beauty,Perfume,4,4450.00,15130.00,9443.78,5686.22,Cash,Store,3.00,None,New,0.15,TRUE,December,12
100486,26/05/2025,C1104,Pune,Electronics,Laptop,2,3567.00,6420.60,5674.35,746.25,Wallet,Online,3.00,None,Returning,0.10,TRUE,May,5
100487,05/12/2024,C1350,Bengaluru,Sports,Yoga Mat,3,394.00,1122.90,982.38,140.52,UPI,Online,3.00,None,Returning,0.05,TRUE,December,12
100488,14/10/2024,C1225,Pune,Electronics,Tablet,1,1512.00,1360.80,1294.56,66.24,Cash,Online,3.00,None,Returning,0.10,TRUE,October,10
100489,17/08/2025,C1055,Vizag,Grocery,Oil,5,3425.00,17125.00,8715.00,8410.00,Debit Card,Store,3.00,None,New,0.00,TRUE,August,8
100490,18/10/2025,C1684,Delhi,Grocery,Rice,1,1155.00,1155.00,583.19,571.81,Wallet,Store,3.00,None,New,0.00,TRUE,October,10
100491,20/03/2025,C1388,Hyderabad,Sports,Bat,4,1457.00,5245.20,5225.40,19.80,Credit Card,Online,3.00,None,New,0.10,TRUE,March,3
100492,09/11/2024,C1602,Vizag,Home,Chair,1,1639.00,1311.20,1274.73,36.47,UPI,Store,3.00,None,Returning,0.20,TRUE,November,11
100493,01/01/2025,C1512,Vizag,Fashion,Jacket,4,2468.00,9872.00,8803.74,1068.26,Credit Card,Store,3.00,None,New,0.00,TRUE,January,1
100494,23/10/2024,C1257,Mumbai,Home,Table,1,4628.00,4165.20,2129.55,2035.65,UPI,Online,3.00,None,New,0.10,TRUE,October,10
100495,15/08/2024,C1744,Hyderabad,Fashion,Shoes,1,3097.00,3097.00,2430.91,666.09,Wallet,Store,3.00,None,New,0.00,TRUE,August,8
100496,19/08/2024,C1353,Pune,Unavailable,Bat,1,3070.00,2302.50,2153.97,148.53,Credit Card,Store,3.00,None,Returning,0.25,TRUE,August,8
100497,23/02/2024,C1140,Delhi,Fashion,Jeans,4,202.00,727.20,391.88,335.32,Cash,Store,3.00,None,New,0.10,TRUE,February,2
100498,24/10/2025,C1281,Pune,Grocery,Milk,5,306.00,1224.00,876.48,347.52,UPI,Store,3.00,None,New,0.20,TRUE,October,10
100499,21/11/2024,C1781,Bengaluru,Beauty,Cream,4,2188.00,8752.00,5464.82,3287.18,Debit Card,Store,3.00,None,Returning,0.00,TRUE,November,11
100500,19/01/2024,C1726,Chennai,Grocery,Milk,4,2806.00,11224.00,6168.66,5055.34,Wallet,Store,3.00,None,Returning,0.00,TRUE,January,1
100501,07/05/2025,C1743,Hyderabad,Beauty,Shampoo,5,4575.00,17156.25,10537.92,6618.33,Cash,Online,3.00,None,Returning,0.25,TRUE,May,5
100502,27/06/2025,C1170,Chennai,Sports,Football,5,3170.00,12680.00,8776.00,3904.00,Credit Card,Online,3.00,None,Returning,0.20,TRUE,June,6
100503,29/11/2025,C1362,Hyderabad,Sports,Football,3,4104.00,9234.00,6359.72,2874.28,Debit Card,Store,3.00,None,Returning,0.25,TRUE,November,11
100504,21/03/2025,C1386,Hyderabad,Fashion,Jacket,2,2599.00,3898.50,3336.30,562.20,Cash,Online,3.00,None,Returning,0.25,TRUE,March,3
100505,12/11/2025,C1061,Chennai,Home,Cookware,4,3764.00,14303.20,10077.04,4226.16,UPI,Store,3.00,None,Returning,0.05,TRUE,November,11
100506,14/08/2025,C1339,Pune,Beauty,Face Wash,3,4100.00,11070.00,8606.90,2463.10,Credit Card,Store,3.00,None,New,0.10,TRUE,August,8
100507,07/01/2025,C1796,Hyderabad,Electronics,Tablet,4,1782.00,6415.20,5491.11,924.09,Credit Card,Online,3.00,None,Returning,0.10,TRUE,January,1
100508,17/11/2024,C1110,Chennai,Beauty,Cream,5,1485.00,5940.00,4825.23,1114.77,Credit Card,Store,3.00,None,New,0.20,TRUE,November,11
100509,09/02/2024,C1234,Pune,Grocery,Oil,4,2368.00,8524.80,8062.39,462.41,Debit Card,Store,3.00,None,New,0.10,TRUE,February,2
100510,27/09/2025,C1784,Hyderabad,Fashion,Jacket,2,4667.00,8400.60,7246.84,1153.76,Credit Card,Online,3.00,None,New,0.10,TRUE,September,9
100511,02/01/2024,C1492,Bengaluru,Fashion,T-Shirt,3,4737.00,12079.35,10026.97,2052.38,Debit Card,Store,3.00,None,New,0.15,TRUE,January,1
100512,14/08/2024,C1755,Bengaluru,Home,Chair,1,4693.00,3989.05,3629.07,359.98,UPI,Online,3.00,None,Returning,0.15,TRUE,August,8
100513,26/10/2024,C1267,Bengaluru,Grocery,Snacks,1,4328.00,3246.00,2512.13,733.87,Credit Card,Store,3.00,None,New,0.25,TRUE,October,10
100514,16/11/2025,C1286,Delhi,Fashion,Jeans,4,2967.00,9494.40,7141.91,2352.49,Wallet,Store,3.00,None,Returning,0.20,TRUE,November,11
100515,10/10/2025,C1435,Delhi,Grocery,Milk,4,476.00,1523.20,1031.67,491.53,UPI,Store,3.00,None,Returning,0.20,TRUE,October,10
100516,21/02/2025,C1000,Chennai,Fashion,Jacket,1,2105.00,1999.75,1397.30,602.45,Credit Card,Online,3.00,None,New,0.05,TRUE,February,2
100517,03/08/2025,C1426,Mumbai,Beauty,Shampoo,2,2568.00,4622.40,2376.50,2245.90,Cash,Store,3.00,None,New,0.10,TRUE,August,8
100518,26/03/2025,C1319,Delhi,Sports,Bat,5,3442.00,12907.50,12534.82,372.68,Debit Card,Online,3.00,None,Returning,0.25,TRUE,March,3
100519,14/11/2024,C1322,Mumbai,Grocery,Snacks,3,1525.00,4575.00,3747.32,827.68,Cash,Store,3.00,None,Returning,0.00,TRUE,November,11
100520,15/03/2025,C1458,Bengaluru,Home,Chair,4,2436.00,7795.20,6294.04,1501.16,Credit Card,Store,3.00,None,Returning,0.20,TRUE,March,3
100521,21/06/2024,C1101,Pune,Beauty,Shampoo,2,1748.00,2971.60,2675.11,296.49,Credit Card,Online,3.00,None,Returning,0.15,TRUE,June,6
100522,08/11/2025,C1091,Bengaluru,Beauty,Shampoo,1,4264.00,4264.00,2179.67,2084.33,Credit Card,Online,3.00,None,Returning,0.00,TRUE,November,11
100523,12/11/2024,C1557,Pune,Electronics,Phone,4,4797.00,16309.80,12050.82,4258.98,Cash,Store,3.00,None,Returning,0.15,TRUE,November,11
100524,26/06/2024,C1800,Hyderabad,Beauty,Shampoo,2,1443.00,2886.00,2532.15,353.85,Debit Card,Online,3.00,None,New,0.00,TRUE,June,6
100525,08/04/2024,C1003,Chennai,Sports,Shoes,2,4656.00,7915.20,4980.51,2934.69,Debit Card,Online,3.00,None,New,0.15,TRUE,April,4
100526,07/07/2025,C1564,Bengaluru,Sports,Bat,1,2902.00,2466.70,1704.36,762.34,Cash,Store,3.00,None,Returning,0.15,TRUE,July,7
100527,09/03/2024,C1056,Chennai,Electronics,Headphones,4,3216.00,10291.20,6275.25,4015.95,Wallet,Online,3.00,None,New,0.20,TRUE,March,3
100528,07/11/2025,C1678,Vizag,Electronics,Tablet,5,3990.00,14962.50,13814.69,1147.81,UPI,Online,3.00,None,Returning,0.25,TRUE,November,11
100529,06/04/2024,C1238,Pune,Unavailable,Lamp,4,3882.00,15528.00,12783.12,2744.88,UPI,Online,3.00,None,Returning,0.00,TRUE,April,4
100530,01/03/2024,C1009,Delhi,Sports,Yoga Mat,2,1952.00,3318.40,2423.28,895.12,Debit Card,Store,3.00,None,New,0.15,TRUE,March,3
100531,28/10/2024,C1161,Delhi,Home,Chair,4,1073.00,3648.20,2248.89,1399.31,Debit Card,Online,3.00,None,Returning,0.15,TRUE,October,10
100532,04/06/2025,C1644,Mumbai,Home,Lamp,4,2809.00,10674.20,8432.63,2241.57,UPI,Online,3.00,None,Returning,0.05,TRUE,June,6
100533,19/03/2025,C1281,Hyderabad,Fashion,Shoes,4,4647.00,13941.00,10788.96,3152.04,Debit Card,Store,3.00,None,New,0.25,TRUE,March,3
100534,15/12/2025,C1346,Hyderabad,Sports,Football,2,3409.00,6136.20,3551.17,2585.03,Cash,Store,3.00,None,New,0.10,TRUE,December,12
100535,24/07/2025,C1016,Pune,Beauty,Perfume,3,2044.00,4905.60,3009.30,1896.30,Wallet,Store,3.00,None,New,0.20,TRUE,July,7
100536,18/09/2024,C1332,Hyderabad,Grocery,Rice,3,784.00,1999.20,1463.36,535.84,Debit Card,Store,3.00,None,Returning,0.15,TRUE,September,9
100537,15/09/2025,C1795,Vizag,Beauty,Shampoo,5,4580.00,21755.00,10618.24,11136.76,UPI,Online,3.00,None,Returning,0.05,TRUE,September,9
100538,21/11/2024,C1043,Mumbai,Grocery,Snacks,5,2414.00,9656.00,5503.10,4152.90,Cash,Store,3.00,None,Returning,0.20,TRUE,November,11
100539,27/04/2024,C1646,Vizag,Fashion,Jeans,5,3469.00,13008.75,8654.26,4354.49,UPI,Store,3.00,None,New,0.25,TRUE,April,4
100540,30/03/2025,C1116,Chennai,Beauty,Perfume,1,1825.00,1551.25,1261.24,290.01,Cash,Online,3.00,None,Returning,0.15,TRUE,March,3
100541,08/12/2024,C1351,Hyderabad,Electronics,Phone,5,2849.00,14245.00,12646.16,1598.84,Credit Card,Store,3.00,None,Returning,0.00,TRUE,December,12
100542,30/07/2025,C1067,Chennai,Beauty,Face Wash,4,3511.00,12639.60,11464.59,1175.01,Cash,Online,3.00,None,New,0.10,TRUE,July,7
100543,20/04/2025,C1554,Vizag,Fashion,Jeans,2,416.00,748.80,406.98,341.82,UPI,Store,3.00,None,New,0.10,TRUE,April,4
100544,20/11/2024,C1071,Pune,Home,Cookware,5,4788.00,17955.00,13164.38,4790.62,UPI,Online,3.00,None,Returning,0.25,TRUE,November,11
100545,31/07/2024,C1093,Mumbai,Beauty,Cream,3,2166.00,6173.10,2991.20,3181.90,Cash,Store,3.00,None,New,0.05,TRUE,July,7
100546,16/07/2025,C1549,Pune,Grocery,Rice,3,3319.00,7467.75,6403.46,1064.29,Debit Card,Online,3.00,None,New,0.25,TRUE,July,7
100547,25/01/2024,C1781,Pune,Beauty,Cream,5,2962.00,11848.00,6875.59,4972.41,Debit Card,Online,3.00,None,New,0.20,TRUE,January,1
100548,27/11/2025,C1088,Pune,Home,Chair,2,4602.00,7363.20,6944.71,418.49,Cash,Online,3.00,None,New,0.20,TRUE,November,11
100549,29/09/2025,C1271,Vizag,Electronics,Headphones,1,1102.00,881.60,869.55,12.05,Debit Card,Store,3.00,None,Returning,0.20,TRUE,September,9
100550,07/05/2024,C1307,Hyderabad,Electronics,Tablet,5,1574.00,7083.00,6380.14,702.86,Debit Card,Online,3.00,None,Returning,0.10,TRUE,May,5
100551,13/10/2025,C1205,Hyderabad,Sports,Yoga Mat,3,1400.00,4200.00,2326.69,1873.31,Debit Card,Store,3.00,None,New,0.00,TRUE,October,10
100552,02/12/2025,C1770,Bengaluru,Electronics,Laptop,4,503.00,1810.80,1555.41,255.39,UPI,Store,3.00,None,Returning,0.10,TRUE,December,12
100553,09/03/2025,C1585,Pune,Grocery,Oil,4,228.00,866.40,481.90,384.50,UPI,Store,3.00,None,New,0.05,TRUE,March,3
100554,01/11/2025,C1133,Bengaluru,Home,Lamp,2,218.00,370.60,316.27,54.33,Wallet,Store,3.00,None,Returning,0.15,TRUE,November,11
100555,14/05/2025,C1224,Chennai,Home,Cookware,5,4673.00,18692.00,19954.06,1262.06 -,UPI,Store,3.00,Festival Offer,Returning,0.20,FALSE,May,5
100556,12/04/2024,C1454,Bengaluru,Fashion,T-Shirt,4,1006.00,3018.00,3085.41,67.41 -,UPI,Online,3.00,Email,Returning,0.25,FALSE,April,4
100557,10/07/2025,C1484,Chennai,Electronics,Headphones,3,4422.00,11276.10,11874.47,598.37 -,Credit Card,Store,3.00,Email,Returning,0.15,FALSE,July,7
100558,08/10/2024,C1654,Vizag,Grocery,Snacks,1,3088.00,2470.40,2776.63,306.23 -,UPI,Store,3.00,Summer Sale,New,0.20,FALSE,October,10
100559,29/06/2025,C1501,Pune,Sports,Shoes,5,2955.00,11820.00,12155.84,335.84 -,Cash,Online,3.00,Summer Sale,Returning,0.20,FALSE,June,6
100560,02/11/2025,C1429,Bengaluru,Home,Table,2,489.00,782.40,793.55,11.15 -,Cash,Store,3.00,None,Returning,0.20,FALSE,November,11
100561,04/08/2024,C1751,Hyderabad,Home,Chair,2,2037.00,3055.50,3638.88,583.38 -,Credit Card,Online,3.00,Social Media,Returning,0.25,FALSE,August,8
100562,10/07/2024,C1561,Chennai,Home,Chair,3,3162.00,7588.80,7947.65,358.85 -,Cash,Store,3.00,Social Media,Returning,0.20,FALSE,July,7
100563,31/07/2025,C1445,Delhi,Fashion,Jeans,5,3940.00,14775.00,15504.10,729.10 -,Wallet,Store,3.00,None,New,0.25,FALSE,July,7
100564,04/12/2024,C1082,Vizag,Grocery,Snacks,3,3998.00,8995.50,9668.86,673.36 -,Credit Card,Online,3.00,Summer Sale,Returning,0.25,FALSE,December,12
100565,21/12/2024,C1449,Pune,Fashion,Jacket,2,2794.00,4470.40,4497.52,27.12 -,Cash,Store,3.00,Email,New,0.20,FALSE,December,12
100566,26/01/2025,C1055,Chennai,Electronics,Phone,5,293.00,1098.75,1171.76,73.01 -,Debit Card,Online,3.00,Festival Offer,New,0.25,FALSE,January,1
100567,19/01/2024,C1385,Delhi,Sports,Yoga Mat,5,1357.00,5088.75,5186.72,97.97 -,Wallet,Online,3.00,Summer Sale,Returning,0.25,FALSE,January,1
100568,13/08/2025,C1375,Hyderabad,Beauty,Face Wash,5,2405.00,10221.25,10425.12,203.87 -,Wallet,Store,3.00,Summer Sale,Returning,0.15,FALSE,August,8
100569,10/08/2025,C1005,Mumbai,Grocery,Snacks,5,2021.00,8084.00,8850.10,766.10 -,UPI,Store,3.00,Social Media,Returning,0.20,FALSE,August,8
100570,06/12/2024,C1543,Hyderabad,Beauty,Cream,1,779.00,662.15,663.74,1.59 -,Debit Card,Online,3.00,None,Returning,0.15,FALSE,December,12
100571,23/08/2025,C1315,Pune,Beauty,Perfume,5,4567.00,17126.25,19386.75,2260.50 -,UPI,Online,3.00,Festival Offer,Returning,0.25,FALSE,August,8
100572,22/05/2024,C1026,Delhi,Electronics,Laptop,4,3491.00,10473.00,11533.42,1060.42 -,Wallet,Store,3.00,Email,Returning,0.25,FALSE,May,5
100573,17/12/2025,C1102,Pune,Home,Chair,3,3705.00,9447.75,9937.83,490.08 -,Wallet,Online,3.00,None,New,0.15,FALSE,December,12
100574,01/03/2024,C1341,Bengaluru,Beauty,Face Wash,4,2587.00,7761.00,9157.18,1396.18 -,Credit Card,Online,3.00,Festival Offer,Returning,0.25,FALSE,March,3
100575,22/12/2024,C1106,Chennai,Beauty,Cream,2,2670.00,4272.00,4367.60,95.60 -,Debit Card,Store,3.00,Summer Sale,New,0.20,FALSE,December,12
100576,31/10/2024,C1198,Delhi,Home,Lamp,2,2163.00,3244.50,3694.66,450.16 -,Cash,Store,3.00,Email,New,0.25,FALSE,October,10
100577,24/07/2024,C1487,Mumbai,Fashion,Jeans,2,4390.00,6585.00,6715.23,130.23 -,UPI,Store,3.00,Social Media,Returning,0.25,FALSE,July,7
100578,01/02/2025,C1432,Chennai,Beauty,Face Wash,1,1284.00,1027.20,1078.68,51.48 -,Wallet,Online,3.00,Summer Sale,Returning,0.20,FALSE,February,2
100579,23/08/2025,C1027,Bengaluru,Sports,Football,3,4200.00,9450.00,9868.23,418.23 -,Credit Card,Online,3.00,Email,New,0.25,FALSE,August,8
100580,11/12/2024,C1345,Bengaluru,Sports,Yoga Mat,1,2488.00,1866.00,1980.02,114.02 -,Cash,Store,3.00,Email,Returning,0.25,FALSE,December,12
100581,11/07/2024,C1091,Chennai,Grocery,Snacks,3,651.00,1562.40,1609.40,47.00 -,Wallet,Online,3.00,Summer Sale,New,0.20,FALSE,July,7
100582,11/09/2025,C1549,Bengaluru,Sports,Bat,3,2821.00,7193.55,7560.66,367.11 -,Credit Card,Online,3.00,Festival Offer,Returning,0.15,FALSE,September,9
100583,19/06/2025,C1672,Vizag,Home,Chair,3,3258.00,7819.20,8519.19,699.99 -,Wallet,Store,3.00,Summer Sale,New,0.20,FALSE,June,6
100584,28/07/2024,C1040,Pune,Sports,Shoes,2,985.00,1477.50,1495.28,17.78 -,UPI,Online,3.00,Email,Returning,0.25,FALSE,July,7
100585,21/09/2025,C1768,Mumbai,Home,Cookware,4,1431.00,4293.00,4863.42,570.42 -,Debit Card,Online,3.00,Social Media,Returning,0.25,FALSE,September,9
100586,24/11/2025,C1772,Mumbai,Fashion,T-Shirt,3,3974.00,9537.60,9650.59,112.99 -,Cash,Store,3.00,None,Returning,0.20,FALSE,November,11
100587,19/04/2024,C1247,Chennai,Beauty,Cream,1,715.00,572.00,629.71,57.71 -,Credit Card,Online,3.00,None,New,0.20,FALSE,April,4
100588,10/04/2024,C1449,Vizag,Fashion,T-Shirt,1,1759.00,1495.15,1545.97,50.82 -,Debit Card,Online,3.00,Festival Offer,Returning,0.15,FALSE,April,4
100589,19/03/2025,C1736,Delhi,Electronics,Headphones,1,2082.00,1561.50,1725.55,164.05 -,Debit Card,Store,3.00,Email,Returning,0.25,FALSE,March,3
100590,15/08/2024,C1433,Mumbai,Home,Cookware,2,4292.00,6438.00,7688.76,1250.76 -,Cash,Store,3.00,Festival Offer,New,0.25,FALSE,August,8
100591,21/07/2025,C1246,Pune,Sports,Football,5,3915.00,16638.75,16733.55,94.80 -,UPI,Online,3.00,Summer Sale,Returning,0.15,FALSE,July,7
100592,15/06/2025,C1248,Bengaluru,Home,Lamp,2,4947.00,7915.20,8663.30,748.10 -,UPI,Online,3.00,Summer Sale,New,0.20,FALSE,June,6
100593,17/10/2025,C1462,Chennai,Electronics,Headphones,4,4266.00,13651.20,14698.81,1047.61 -,Debit Card,Online,3.00,None,Returning,0.20,FALSE,October,10
100594,17/04/2024,C1231,Vizag,Electronics,Tablet,3,3589.00,8613.60,8952.82,339.22 -,Credit Card,Store,3.00,Email,Returning,0.20,FALSE,April,4
100595,14/07/2025,C1060,Hyderabad,Beauty,Shampoo,4,4879.00,16588.60,17062.98,474.38 -,Cash,Store,3.00,Festival Offer,Returning,0.15,FALSE,July,7
100596,24/09/2025,C1100,Pune,Electronics,Laptop,5,4238.00,16952.00,18597.76,1645.76 -,Cash,Online,3.00,Email,New,0.20,FALSE,September,9
100597,28/08/2024,C1151,Bengaluru,Fashion,Shoes,5,3085.00,11568.75,11681.33,112.58 -,Cash,Online,3.00,None,New,0.25,FALSE,August,8
100598,11/12/2024,C1216,Chennai,Home,Chair,4,1699.00,5436.80,6094.70,657.90 -,Cash,Online,3.00,Festival Offer,New,0.20,FALSE,December,12
100599,13/12/2025,C1590,Delhi,Fashion,Jacket,4,431.00,1465.40,1519.90,54.50 -,Cash,Store,3.00,Festival Offer,Returning,0.15,FALSE,December,12
100600,08/05/2025,C1504,Mumbai,Sports,Yoga Mat,3,362.00,923.10,954.27,31.17 -,UPI,Store,3.00,None,New,0.15,FALSE,May,5
100601,22/08/2025,C1212,Bengaluru,Grocery,Milk,2,4789.00,8141.30,8295.27,153.97 -,Debit Card,Online,3.00,None,New,0.15,FALSE,August,8
100602,20/12/2025,C1292,Pune,Grocery,Rice,2,3721.00,5953.60,6298.75,345.15 -,Wallet,Store,3.00,None,Returning,0.20,FALSE,December,12
100603,28/06/2024,C1205,Bengaluru,Home,Chair,1,935.00,701.25,790.58,89.33 -,Cash,Online,3.00,Festival Offer,New,0.25,FALSE,June,6
100604,16/10/2024,C1658,Vizag,Grocery,Oil,1,3474.00,2605.50,2643.47,37.97 -,UPI,Online,3.00,Festival Offer,New,0.25,FALSE,October,10
100605,17/04/2025,C1164,Bengaluru,Grocery,Oil,4,573.00,1719.00,1869.00,150.00 -,UPI,Online,3.00,Social Media,Returning,0.25,FALSE,April,4
100606,07/05/2025,C1680,Pune,Home,Lamp,4,4554.00,13662.00,14366.73,704.73 -,UPI,Store,3.00,Festival Offer,New,0.25,FALSE,May,5
100607,06/01/2024,C1395,Pune,Beauty,Shampoo,4,4062.00,12998.40,13599.81,601.41 -,Debit Card,Online,3.00,Email,New,0.20,FALSE,January,1
100608,28/06/2024,C1431,Bengaluru,Sports,Football,4,665.00,1995.00,2103.62,108.62 -,Debit Card,Store,3.00,Email,Returning,0.25,FALSE,June,6
100609,26/07/2025,C1635,Mumbai,Home,Cookware,5,1038.00,4152.00,4538.52,386.52 -,Wallet,Online,3.00,Social Media,New,0.20,FALSE,July,7
100610,05/06/2025,C1001,Chennai,Grocery,Rice,5,801.00,3204.00,3234.65,30.65 -,UPI,Online,3.00,Email,Returning,0.20,FALSE,June,6
100611,15/02/2024,C1238,Hyderabad,Beauty,Perfume,3,1405.00,3161.25,3550.55,389.30 -,Wallet,Online,3.00,None,New,0.25,FALSE,February,2
100612,06/03/2025,C1156,Bengaluru,Grocery,Milk,4,4695.00,15024.00,15515.83,491.83 -,Credit Card,Online,3.00,Summer Sale,Returning,0.20,FALSE,March,3
100613,06/05/2025,C1249,Hyderabad,Sports,Football,1,1018.00,763.50,777.26,13.76 -,Wallet,Online,3.00,Summer Sale,Returning,0.25,FALSE,May,5
100614,26/10/2024,C1580,Mumbai,Beauty,Shampoo,2,3588.00,5382.00,6171.14,789.14 -,Cash,Store,3.00,Social Media,New,0.25,FALSE,October,10
100615,22/11/2025,C1614,Chennai,Fashion,Jeans,2,1382.00,2211.20,2232.41,21.21 -,Credit Card,Online,3.00,None,Returning,0.20,FALSE,November,11
100616,23/11/2024,C1719,Hyderabad,Home,Cookware,4,1669.00,5340.80,5842.14,501.34 -,Wallet,Online,3.00,Festival Offer,New,0.20,FALSE,November,11
100617,25/08/2025,C1240,Hyderabad,Electronics,Laptop,1,629.00,503.20,515.36,12.16 -,Wallet,Online,3.00,Email,New,0.20,FALSE,August,8
100618,12/10/2025,C1295,Hyderabad,Grocery,Snacks,3,2159.00,5505.45,5669.55,164.10 -,Debit Card,Store,3.00,Email,Returning,0.15,FALSE,October,10
100619,03/12/2024,C1274,Delhi,Electronics,Phone,1,4051.00,3240.80,3392.48,151.68 -,UPI,Store,3.00,Festival Offer,Returning,0.20,FALSE,December,12
